itle,Type,Genre,ReleaseYear,Rating,Duration,Country,Score,Decade,ScoreColor,isSeries
Title 2621,TV Show,Drama,2011,PG-13,63 min,Japan,0,2010,"#FF0000",true
Title 2622,TV Show,Horror,1997,PG-13,145 min,Germany,4,1990,"#32CC00",true
Title 2623,Movie,Drama,1983,R,67 min,Canada,4,1980,"#32CC00",true
Title 2624,TV Show,Action,1961,TV-14,2 Seasons,Germany,0,1960,"#FF0000",false
Title 2625,TV Show,Horror,1975,PG-13,3 Seasons,Germany,3,1970,"#659900",false
Title 2626,Movie,Drama,1988,PG,61 min,Canada,2,1980,"#996600",true
Title 2627,Movie,Documentary,1957,PG,113 min,Japan,3,1950,"#659900",true
Title 2628,Movie,Romance,1982,TV-14,3 Seasons,Japan,1,1980,"#CC3300",false
Title 2629,TV Show,Romance,1973,TV-MA,121 min,United States,2,1970,"#996600",true
Title 2630,TV Show,Sci-Fi,1976,PG,168 min,Japan,0,1970,"#FF0000",true
Title 2631,TV Show,Documentary,2005,PG,106 min,Japan,1,2000,"#CC3300",true
Title 2632,Movie,Thriller,1960,TV-PG,3 Seasons,Germany,1,1960,"#CC3300",false
Title 2633,TV Show,Action,1955,TV-MA,134 min,South Korea,2,1950,"#996600",true
Title 2634,Movie,Action,1987,TV-14,1 Seasons,United States,0,1980,"#FF0000",false
Title 2635,TV Show,Romance,1957,PG-13,165 min,United Kingdom,3,1950,"#659900",true
Title 2636,Movie,Horror,1996,R,1 Seasons,Canada,5,1990,"#00FF00",false
Title 2637,Movie,Romance,1961,G,107 min,South Korea,1,1960,"#CC3300",true
Title 2638,Movie,Romance,2012,PG-13,112 min,Japan,1,2010,"#CC3300",true
Title 2639,TV Show,Comedy,1959,R,1 Seasons,United Kingdom,1,1950,"#CC3300",false
Title 2640,TV Show,Horror,1983,R,124 min,Australia,5,1980,"#00FF00",true
Title 2641,Movie,Sci-Fi,2020,PG,137 min,Germany,5,2020,"#00FF00",true
Title 2642,TV Show,Romance,1995,TV-14,132 min,Germany,0,1990,"#FF0000",true
Title 2643,Movie,Drama,1995,TV-MA,1 Seasons,United States,4,1990,"#32CC00",false
Title 2644,TV Show,Romance,1998,TV-MA,127 min,India,0,1990,"#FF0000",true
Title 2645,Movie,Sci-Fi,1954,PG-13,63 min,Germany,2,1950,"#996600",true
Title 2646,TV Show,Romance,1955,G,132 min,Australia,0,1950,"#FF0000",true
Title 2647,Movie,Thriller,2020,TV-PG,2 Seasons,United States,5,2020,"#00FF00",false
Title 2648,Movie,Romance,1987,R,2 Seasons,Canada,2,1980,"#996600",false
Title 2649,TV Show,Comedy,1980,G,75 min,India,1,1980,"#CC3300",true
Title 2650,Movie,Thriller,1952,TV-MA,3 Seasons,United Kingdom,3,1950,"#659900",false
Title 2651,Movie,Action,1983,TV-14,2 Seasons,United Kingdom,4,1980,"#32CC00",false
Title 2652,Movie,Documentary,1979,R,2 Seasons,India,5,1970,"#00FF00",false
Title 2653,TV Show,Drama,1987,TV-14,180 min,South Korea,2,1980,"#996600",true
Title 2654,TV Show,Documentary,1975,TV-PG,3 Seasons,Japan,2,1970,"#996600",false
Title 2655,Movie,Romance,1973,TV-14,2 Seasons,Australia,2,1970,"#996600",false
Title 2656,Movie,Drama,1978,TV-PG,146 min,South Korea,1,1970,"#CC3300",true
Title 2657,Movie,Action,1955,PG-13,1 Seasons,Canada,4,1950,"#32CC00",false
Title 2658,Movie,Romance,2010,TV-14,2 Seasons,India,0,2010,"#FF0000",false
Title 2659,TV Show,Documentary,1982,PG,2 Seasons,Japan,3,1980,"#659900",false
Title 2660,TV Show,Romance,1998,TV-MA,3 Seasons,United States,0,1990,"#FF0000",false
Title 2661,TV Show,Horror,2005,TV-14,3 Seasons,Germany,2,2000,"#996600",false
Title 2662,Movie,Comedy,1956,TV-PG,2 Seasons,South Korea,2,1950,"#996600",false
Title 2663,TV Show,Documentary,1950,PG,69 min,India,5,1950,"#00FF00",true
Title 2664,Movie,Romance,2002,TV-MA,82 min,Germany,5,2000,"#00FF00",true
Title 2665,Movie,Romance,2006,TV-PG,130 min,United Kingdom,0,2000,"#FF0000",true
Title 2666,Movie,Comedy,1950,TV-PG,160 min,Germany,1,1950,"#CC3300",true
Title 2667,TV Show,Thriller,1993,R,148 min,Australia,3,1990,"#659900",true
Title 2668,TV Show,Sci-Fi,1996,R,142 min,India,3,1990,"#659900",true
Title 2669,TV Show,Horror,2001,TV-MA,144 min,Canada,1,2000,"#CC3300",true
Title 2670,Movie,Romance,1973,TV-PG,173 min,India,4,1970,"#32CC00",true
Title 2671,TV Show,Comedy,2018,R,2 Seasons,Australia,3,2010,"#659900",false
Title 2672,Movie,Action,1998,PG,3 Seasons,United Kingdom,3,1990,"#659900",false
Title 2673,TV Show,Comedy,2014,PG-13,3 Seasons,United States,4,2010,"#32CC00",false
Title 2674,Movie,Action,1968,R,81 min,United States,3,1960,"#659900",true
Title 2675,TV Show,Documentary,2007,TV-PG,1 Seasons,India,0,2000,"#FF0000",false
Title 2676,Movie,Romance,1983,PG,1 Seasons,Australia,2,1980,"#996600",false
Title 2677,Movie,Romance,1972,TV-PG,177 min,Germany,4,1970,"#32CC00",true
Title 2678,Movie,Documentary,1950,TV-MA,1 Seasons,United States,0,1950,"#FF0000",false
Title 2679,Movie,Thriller,1953,R,85 min,Canada,5,1950,"#00FF00",true
Title 2680,Movie,Sci-Fi,2011,G,2 Seasons,Australia,0,2010,"#FF0000",false
Title 2681,Movie,Drama,2007,PG,1 Seasons,United States,2,2000,"#996600",false
Title 2682,TV Show,Action,2016,G,3 Seasons,United Kingdom,4,2010,"#32CC00",false
Title 2683,Movie,Thriller,1970,G,90 min,United Kingdom,0,1970,"#FF0000",true
Title 2684,TV Show,Action,1956,TV-PG,2 Seasons,United Kingdom,5,1950,"#00FF00",false
Title 2685,TV Show,Thriller,2016,TV-14,178 min,India,0,2010,"#FF0000",true
Title 2686,Movie,Action,1996,R,94 min,United States,3,1990,"#659900",true
Title 2687,Movie,Comedy,2000,PG,60 min,South Korea,5,2000,"#00FF00",true
Title 2688,Movie,Sci-Fi,1959,R,2 Seasons,United States,2,1950,"#996600",false
Title 2689,Movie,Romance,1984,TV-14,63 min,Japan,5,1980,"#00FF00",true
Title 2690,TV Show,Documentary,2009,G,1 Seasons,Japan,2,2000,"#996600",false
Title 2691,TV Show,Romance,1958,R,138 min,United States,1,1950,"#CC3300",true
Title 2692,Movie,Romance,1973,G,102 min,Germany,3,1970,"#659900",true
Title 2693,Movie,Action,1970,R,94 min,United States,2,1970,"#996600",true
Title 2694,Movie,Drama,1974,PG-13,3 Seasons,Japan,1,1970,"#CC3300",false
Title 2695,Movie,Romance,2005,PG-13,1 Seasons,Canada,3,2000,"#659900",false
Title 2696,Movie,Comedy,2021,TV-14,2 Seasons,United States,1,2020,"#CC3300",false
Title 2697,Movie,Horror,1984,R,3 Seasons,Australia,0,1980,"#FF0000",false
Title 2698,Movie,Documentary,1952,PG-13,118 min,Australia,1,1950,"#CC3300",true
Title 2699,TV Show,Romance,1966,R,105 min,Australia,5,1960,"#00FF00",true
Title 2700,TV Show,Drama,1990,G,2 Seasons,Australia,4,1990,"#32CC00",false
Title 2701,TV Show,Action,1952,PG,1 Seasons,Japan,0,1950,"#FF0000",false
Title 2702,TV Show,Action,1982,TV-MA,138 min,South Korea,2,1980,"#996600",true
Title 2703,Movie,Romance,1997,G,136 min,India,4,1990,"#32CC00",true
Title 2704,TV Show,Sci-Fi,2021,TV-PG,1 Seasons,South Korea,1,2020,"#CC3300",false
Title 2705,Movie,Action,2000,R,2 Seasons,United States,2,2000,"#996600",false
Title 2706,TV Show,Romance,2019,R,79 min,United States,2,2010,"#996600",true
Title 2707,TV Show,Thriller,1983,PG-13,119 min,Australia,5,1980,"#00FF00",true
Title 2708,TV Show,Comedy,2010,TV-MA,116 min,South Korea,0,2010,"#FF0000",true
Title 2709,Movie,Sci-Fi,1969,PG,3 Seasons,Japan,1,1960,"#CC3300",false
Title 2710,TV Show,Thriller,2002,G,3 Seasons,India,0,2000,"#FF0000",false
Title 2711,Movie,Drama,1980,TV-14,2 Seasons,India,5,1980,"#00FF00",false
Title 2712,Movie,Romance,1981,TV-14,88 min,United Kingdom,5,1980,"#00FF00",true
Title 2713,TV Show,Romance,1956,G,119 min,Germany,3,1950,"#659900",true
Title 2714,Movie,Documentary,2003,TV-14,81 min,South Korea,1,2000,"#CC3300",true
Title 2715,Movie,Horror,2000,TV-MA,1 Seasons,Canada,5,2000,"#00FF00",false
Title 2716,TV Show,Thriller,1971,R,2 Seasons,Japan,2,1970,"#996600",false
Title 2717,Movie,Documentary,2004,TV-PG,1 Seasons,Germany,1,2000,"#CC3300",false
Title 2718,Movie,Thriller,1977,G,3 Seasons,Canada,3,1970,"#659900",false
Title 2719,TV Show,Comedy,2019,PG-13,2 Seasons,India,2,2010,"#996600",false
Title 2720,TV Show,Documentary,1990,R,159 min,South Korea,1,1990,"#CC3300",true
Title 2721,TV Show,Documentary,2006,G,3 Seasons,Canada,3,2000,"#659900",false
Title 2722,TV Show,Drama,1971,TV-14,152 min,United Kingdom,3,1970,"#659900",true
Title 2723,TV Show,Sci-Fi,1971,TV-MA,81 min,Japan,4,1970,"#32CC00",true
Title 2724,Movie,Documentary,2004,TV-14,111 min,Japan,1,2000,"#CC3300",true
Title 2725,Movie,Documentary,1988,R,129 min,United States,3,1980,"#659900",true
Title 2726,Movie,Sci-Fi,1981,TV-MA,89 min,Australia,2,1980,"#996600",true
Title 2727,TV Show,Sci-Fi,1984,G,88 min,South Korea,4,1980,"#32CC00",true
Title 2728,TV Show,Thriller,1952,R,167 min,Germany,1,1950,"#CC3300",true
Title 2729,Movie,Thriller,2000,R,3 Seasons,Japan,5,2000,"#00FF00",false
Title 2730,TV Show,Horror,2020,PG-13,93 min,United Kingdom,0,2020,"#FF0000",true
Title 2731,TV Show,Sci-Fi,2013,G,75 min,India,4,2010,"#32CC00",true
Title 2732,Movie,Thriller,1996,PG-13,1 Seasons,United States,0,1990,"#FF0000",false
Title 2733,TV Show,Horror,1954,R,3 Seasons,Japan,2,1950,"#996600",false
Title 2734,Movie,Action,2008,PG,81 min,Canada,5,2000,"#00FF00",true
Title 2735,Movie,Comedy,1996,R,2 Seasons,South Korea,1,1990,"#CC3300",false
Title 2736,Movie,Sci-Fi,1976,TV-14,98 min,South Korea,0,1970,"#FF0000",true
Title 2737,Movie,Comedy,2021,PG-13,2 Seasons,India,4,2020,"#32CC00",false
Title 2738,TV Show,Thriller,1988,PG-13,3 Seasons,United States,0,1980,"#FF0000",false
Title 2739,Movie,Action,2001,PG,120 min,Australia,5,2000,"#00FF00",true
Title 2740,Movie,Romance,1956,G,83 min,Japan,3,1950,"#659900",true
Title 2741,TV Show,Action,1966,TV-PG,2 Seasons,Germany,1,1960,"#CC3300",false
Title 2742,Movie,Sci-Fi,2013,PG,2 Seasons,Australia,5,2010,"#00FF00",false
Title 2743,TV Show,Horror,2000,TV-MA,1 Seasons,Canada,0,2000,"#FF0000",false
Title 2744,TV Show,Action,1954,TV-PG,127 min,Japan,2,1950,"#996600",true
Title 2745,TV Show,Horror,2004,R,3 Seasons,South Korea,1,2000,"#CC3300",false
Title 2746,TV Show,Documentary,1976,PG-13,2 Seasons,Japan,2,1970,"#996600",false
Title 2747,TV Show,Sci-Fi,1972,PG,1 Seasons,Germany,1,1970,"#CC3300",false
Title 2748,Movie,Action,2014,TV-PG,111 min,Japan,1,2010,"#CC3300",true
Title 2749,Movie,Romance,1959,TV-MA,93 min,India,0,1950,"#FF0000",true
Title 2750,TV Show,Sci-Fi,1989,TV-PG,2 Seasons,Australia,4,1980,"#32CC00",false
Title 2751,TV Show,Sci-Fi,1985,R,104 min,Canada,3,1980,"#659900",true
Title 2752,Movie,Comedy,2010,TV-MA,177 min,United States,1,2010,"#CC3300",true
Title 2753,TV Show,Action,2016,PG-13,2 Seasons,United Kingdom,5,2010,"#00FF00",false
Title 2754,Movie,Documentary,1989,TV-MA,165 min,India,2,1980,"#996600",true
Title 2755,Movie,Comedy,1983,PG,1 Seasons,Japan,2,1980,"#996600",false
Title 2756,Movie,Drama,2023,PG,66 min,United States,1,2020,"#CC3300",true
Title 2757,Movie,Horror,2020,TV-MA,2 Seasons,India,1,2020,"#CC3300",false
Title 2758,Movie,Horror,1993,PG-13,61 min,Germany,5,1990,"#00FF00",true
Title 2759,Movie,Drama,1951,PG-13,1 Seasons,United Kingdom,2,1950,"#996600",false
Title 2760,TV Show,Comedy,1955,PG,3 Seasons,Australia,4,1950,"#32CC00",false
Title 2761,TV Show,Action,1977,TV-14,145 min,India,2,1970,"#996600",true
Title 2762,TV Show,Comedy,1964,R,1 Seasons,India,2,1960,"#996600",false
Title 2763,Movie,Action,1995,TV-MA,161 min,Japan,5,1990,"#00FF00",true
Title 2764,Movie,Romance,1963,TV-MA,156 min,Japan,5,1960,"#00FF00",true
Title 2765,Movie,Comedy,2003,R,159 min,Canada,4,2000,"#32CC00",true
Title 2766,Movie,Horror,2012,G,2 Seasons,Canada,5,2010,"#00FF00",false
Title 2767,TV Show,Romance,1994,PG,92 min,South Korea,5,1990,"#00FF00",true
Title 2768,TV Show,Action,1978,TV-PG,103 min,Canada,1,1970,"#CC3300",true
Title 2769,TV Show,Romance,1965,PG-13,86 min,Australia,4,1960,"#32CC00",true
Title 2770,TV Show,Documentary,1974,TV-14,2 Seasons,United Kingdom,2,1970,"#996600",false
Title 2771,Movie,Drama,2013,PG,155 min,Canada,5,2010,"#00FF00",true
Title 2772,TV Show,Sci-Fi,1950,PG,178 min,Germany,1,1950,"#CC3300",true
Title 2773,Movie,Action,2002,TV-14,2 Seasons,United States,5,2000,"#00FF00",false
Title 2774,Movie,Drama,2011,TV-PG,2 Seasons,India,2,2010,"#996600",false
Title 2775,TV Show,Comedy,2004,TV-PG,77 min,Germany,5,2000,"#00FF00",true
Title 2776,Movie,Sci-Fi,1973,TV-MA,1 Seasons,Australia,5,1970,"#00FF00",false
Title 2777,TV Show,Drama,1967,PG,1 Seasons,United Kingdom,2,1960,"#996600",false
Title 2778,TV Show,Sci-Fi,2012,PG-13,90 min,South Korea,4,2010,"#32CC00",true
Title 2779,TV Show,Documentary,1991,TV-MA,166 min,South Korea,1,1990,"#CC3300",true
Title 2780,Movie,Action,1977,TV-14,125 min,United Kingdom,5,1970,"#00FF00",true
Title 2781,Movie,Documentary,2021,G,1 Seasons,Australia,2,2020,"#996600",false
Title 2782,TV Show,Thriller,1997,G,80 min,Japan,3,1990,"#659900",true
Title 2783,Movie,Thriller,1971,PG,175 min,Japan,3,1970,"#659900",true
Title 2784,Movie,Horror,1993,PG-13,97 min,Canada,3,1990,"#659900",true
Title 2785,TV Show,Action,1966,TV-MA,2 Seasons,Canada,5,1960,"#00FF00",false
Title 2786,TV Show,Horror,2009,PG,151 min,India,1,2000,"#CC3300",true
Title 2787,TV Show,Drama,1965,TV-MA,68 min,Australia,1,1960,"#CC3300",true
Title 2788,TV Show,Comedy,1954,PG-13,2 Seasons,Germany,3,1950,"#659900",false
Title 2789,TV Show,Documentary,1961,PG-13,2 Seasons,Germany,0,1960,"#FF0000",false
Title 2790,TV Show,Comedy,1996,R,95 min,Germany,5,1990,"#00FF00",true
Title 2791,Movie,Sci-Fi,1993,TV-14,3 Seasons,Australia,5,1990,"#00FF00",false
Title 2792,TV Show,Action,2006,PG-13,1 Seasons,United Kingdom,5,2000,"#00FF00",false
Title 2793,TV Show,Documentary,1956,TV-MA,1 Seasons,Japan,0,1950,"#FF0000",false
Title 2794,Movie,Thriller,2021,TV-PG,1 Seasons,Canada,1,2020,"#CC3300",false
Title 2795,Movie,Romance,2010,G,3 Seasons,Canada,2,2010,"#996600",false
Title 2796,TV Show,Drama,2015,TV-14,130 min,United States,3,2010,"#659900",true
Title 2797,TV Show,Action,1997,TV-14,2 Seasons,Germany,1,1990,"#CC3300",false
Title 2798,TV Show,Romance,1996,PG-13,3 Seasons,Japan,4,1990,"#32CC00",false
Title 2799,Movie,Horror,1955,G,153 min,Japan,1,1950,"#CC3300",true
Title 2800,Movie,Thriller,1994,TV-MA,160 min,Germany,3,1990,"#659900",true
Title 2801,TV Show,Action,1954,TV-14,109 min,Germany,3,1950,"#659900",true
Title 2802,TV Show,Documentary,2022,TV-MA,111 min,Germany,5,2020,"#00FF00",true
Title 2803,Movie,Thriller,1982,G,109 min,India,5,1980,"#00FF00",true
Title 2804,TV Show,Thriller,1993,TV-14,80 min,India,4,1990,"#32CC00",true
Title 2805,TV Show,Comedy,1990,PG,2 Seasons,South Korea,1,1990,"#CC3300",false
Title 2806,TV Show,Action,2023,R,164 min,India,1,2020,"#CC3300",true
Title 2807,Movie,Romance,1987,TV-PG,94 min,India,3,1980,"#659900",true
Title 2808,TV Show,Comedy,1979,PG,1 Seasons,United States,0,1970,"#FF0000",false
Title 2809,TV Show,Thriller,2007,G,1 Seasons,Germany,1,2000,"#CC3300",false
Title 2810,Movie,Horror,1965,PG-13,97 min,India,1,1960,"#CC3300",true
Title 2811,Movie,Action,1999,PG-13,85 min,United States,1,1990,"#CC3300",true
Title 2812,Movie,Sci-Fi,1986,TV-14,2 Seasons,Australia,3,1980,"#659900",false
Title 2813,TV Show,Comedy,1980,TV-MA,2 Seasons,United Kingdom,1,1980,"#CC3300",false
Title 2814,Movie,Drama,2017,TV-14,154 min,South Korea,5,2010,"#00FF00",true
Title 2815,Movie,Documentary,1996,TV-PG,3 Seasons,United Kingdom,5,1990,"#00FF00",false
Title 2816,Movie,Romance,2005,TV-14,150 min,Canada,5,2000,"#00FF00",true
Title 2817,Movie,Documentary,1986,PG,3 Seasons,South Korea,0,1980,"#FF0000",false
Title 2818,TV Show,Documentary,2018,TV-14,136 min,Japan,5,2010,"#00FF00",true
Title 2819,TV Show,Action,1959,G,2 Seasons,South Korea,1,1950,"#CC3300",false
Title 2820,Movie,Action,2003,TV-MA,1 Seasons,South Korea,0,2000,"#FF0000",false
Title 2821,TV Show,Drama,2013,TV-14,1 Seasons,Japan,0,2010,"#FF0000",false
Title 2822,TV Show,Thriller,1996,PG-13,161 min,Canada,1,1990,"#CC3300",true
Title 2823,Movie,Romance,2005,PG,3 Seasons,India,0,2000,"#FF0000",false
Title 2824,Movie,Sci-Fi,2016,TV-14,141 min,Australia,3,2010,"#659900",true
Title 2825,Movie,Horror,2002,TV-PG,1 Seasons,India,1,2000,"#CC3300",false
Title 2826,Movie,Documentary,2021,R,108 min,United States,2,2020,"#996600",true
Title 2827,Movie,Horror,2006,PG,163 min,United Kingdom,2,2000,"#996600",true
Title 2828,TV Show,Action,1996,TV-MA,159 min,Australia,1,1990,"#CC3300",true
Title 2829,TV Show,Horror,1950,PG-13,3 Seasons,United States,4,1950,"#32CC00",false
Title 2830,TV Show,Sci-Fi,1979,PG,3 Seasons,United States,0,1970,"#FF0000",false
Title 2831,TV Show,Romance,1966,PG-13,91 min,Japan,5,1960,"#00FF00",true
Title 2832,Movie,Action,1985,G,180 min,Japan,1,1980,"#CC3300",true
Title 2833,Movie,Documentary,1994,TV-PG,1 Seasons,India,1,1990,"#CC3300",false
Title 2834,TV Show,Drama,1990,TV-14,85 min,Australia,1,1990,"#CC3300",true
Title 2835,TV Show,Sci-Fi,1956,TV-PG,2 Seasons,India,4,1950,"#32CC00",false
Title 2836,TV Show,Thriller,2004,R,99 min,Australia,1,2000,"#CC3300",true
Title 2837,TV Show,Thriller,1951,PG-13,167 min,Canada,4,1950,"#32CC00",true
Title 2838,TV Show,Drama,1960,PG-13,67 min,Canada,1,1960,"#CC3300",true
Title 2839,Movie,Thriller,1961,TV-14,3 Seasons,India,4,1960,"#32CC00",false
Title 2840,TV Show,Documentary,1970,R,3 Seasons,United Kingdom,5,1970,"#00FF00",false
Title 2841,Movie,Sci-Fi,2022,TV-14,1 Seasons,United States,4,2020,"#32CC00",false
Title 2842,TV Show,Comedy,2013,G,1 Seasons,Canada,0,2010,"#FF0000",false
Title 2843,Movie,Comedy,2022,TV-PG,1 Seasons,Canada,1,2020,"#CC3300",false
Title 2844,Movie,Thriller,1999,G,3 Seasons,United Kingdom,0,1990,"#FF0000",false
Title 2845,Movie,Sci-Fi,2004,PG-13,1 Seasons,India,4,2000,"#32CC00",false
Title 2846,TV Show,Thriller,2002,TV-MA,3 Seasons,Japan,1,2000,"#CC3300",false
Title 2847,Movie,Sci-Fi,1980,PG,167 min,Canada,4,1980,"#32CC00",true
Title 2848,Movie,Documentary,1996,TV-14,180 min,United Kingdom,0,1990,"#FF0000",true
Title 2849,TV Show,Documentary,1956,TV-PG,3 Seasons,Japan,2,1950,"#996600",false
Title 2850,TV Show,Action,1978,G,126 min,United Kingdom,2,1970,"#996600",true
Title 2851,TV Show,Sci-Fi,2021,TV-MA,1 Seasons,Australia,0,2020,"#FF0000",false
Title 2852,Movie,Horror,1972,TV-14,155 min,United States,0,1970,"#FF0000",true
Title 2853,Movie,Horror,2008,R,121 min,United Kingdom,1,2000,"#CC3300",true
Title 2854,TV Show,Drama,2019,PG,1 Seasons,United Kingdom,4,2010,"#32CC00",false
Title 2855,Movie,Documentary,2022,PG-13,3 Seasons,Canada,2,2020,"#996600",false
Title 2856,Movie,Horror,1960,TV-PG,76 min,Japan,2,1960,"#996600",true
Title 2857,Movie,Sci-Fi,1993,R,1 Seasons,Australia,2,1990,"#996600",false
Title 2858,TV Show,Action,2008,R,125 min,Australia,4,2000,"#32CC00",true
Title 2859,TV Show,Sci-Fi,1958,PG,154 min,Canada,2,1950,"#996600",true
Title 2860,TV Show,Thriller,2022,R,178 min,Germany,0,2020,"#FF0000",true
Title 2861,Movie,Documentary,2022,G,99 min,Australia,4,2020,"#32CC00",true
Title 2862,Movie,Thriller,1988,TV-PG,1 Seasons,United States,4,1980,"#32CC00",false
Title 2863,Movie,Sci-Fi,2018,G,87 min,United Kingdom,4,2010,"#32CC00",true
Title 2864,Movie,Romance,2000,TV-14,1 Seasons,United States,0,2000,"#FF0000",false
Title 2865,Movie,Comedy,1971,TV-PG,3 Seasons,Germany,2,1970,"#996600",false
Title 2866,Movie,Action,1952,TV-MA,106 min,United States,1,1950,"#CC3300",true
Title 2867,TV Show,Comedy,1973,G,132 min,Japan,1,1970,"#CC3300",true
Title 2868,TV Show,Documentary,1994,TV-MA,162 min,Canada,4,1990,"#32CC00",true
Title 2869,Movie,Horror,1964,TV-14,98 min,United Kingdom,2,1960,"#996600",true
Title 2870,TV Show,Thriller,1964,TV-14,2 Seasons,Germany,2,1960,"#996600",false
Title 2871,Movie,Action,2023,G,2 Seasons,South Korea,0,2020,"#FF0000",false
Title 2872,Movie,Sci-Fi,1992,TV-PG,2 Seasons,Australia,2,1990,"#996600",false
Title 2873,Movie,Sci-Fi,2021,TV-PG,136 min,Japan,3,2020,"#659900",true
Title 2874,TV Show,Horror,1970,R,3 Seasons,Germany,0,1970,"#FF0000",false
Title 2875,TV Show,Romance,1998,TV-14,111 min,Australia,1,1990,"#CC3300",true
Title 2876,Movie,Action,1989,TV-PG,1 Seasons,United Kingdom,0,1980,"#FF0000",false
Title 2877,Movie,Comedy,1953,R,3 Seasons,Canada,2,1950,"#996600",false
Title 2878,TV Show,Romance,2004,TV-MA,1 Seasons,Japan,2,2000,"#996600",false
Title 2879,Movie,Documentary,1984,G,1 Seasons,United States,3,1980,"#659900",false
Title 2880,TV Show,Sci-Fi,1992,TV-MA,3 Seasons,South Korea,1,1990,"#CC3300",false
Title 2881,TV Show,Horror,2008,TV-14,3 Seasons,Canada,5,2000,"#00FF00",false
Title 2882,Movie,Thriller,2000,PG,82 min,India,4,2000,"#32CC00",true
Title 2883,TV Show,Thriller,1992,TV-PG,77 min,Germany,0,1990,"#FF0000",true
Title 2884,Movie,Horror,2013,PG-13,179 min,India,5,2010,"#00FF00",true
Title 2885,TV Show,Drama,1979,PG,3 Seasons,Canada,3,1970,"#659900",false
Title 2886,TV Show,Horror,1982,TV-PG,136 min,Japan,1,1980,"#CC3300",true
Title 2887,Movie,Comedy,1981,G,1 Seasons,United States,3,1980,"#659900",false
Title 2888,TV Show,Documentary,1959,TV-PG,3 Seasons,United States,0,1950,"#FF0000",false
Title 2889,Movie,Documentary,1998,TV-14,3 Seasons,Canada,5,1990,"#00FF00",false
Title 2890,TV Show,Romance,1989,PG,171 min,Australia,0,1980,"#FF0000",true
Title 2891,TV Show,Horror,1983,PG-13,2 Seasons,Japan,0,1980,"#FF0000",false
Title 2892,TV Show,Action,1989,PG,161 min,Canada,0,1980,"#FF0000",true
Title 2893,TV Show,Horror,1957,TV-PG,2 Seasons,India,2,1950,"#996600",false
Title 2894,TV Show,Romance,1964,G,3 Seasons,United States,0,1960,"#FF0000",false
Title 2895,Movie,Action,1977,TV-PG,1 Seasons,Canada,0,1970,"#FF0000",false
Title 2896,TV Show,Action,1974,TV-MA,122 min,Japan,1,1970,"#CC3300",true
Title 2897,Movie,Comedy,1995,PG,2 Seasons,United Kingdom,3,1990,"#659900",false
Title 2898,TV Show,Horror,1976,R,3 Seasons,United States,0,1970,"#FF0000",false
Title 2899,TV Show,Documentary,2015,R,80 min,United Kingdom,0,2010,"#FF0000",true
Title 2900,TV Show,Documentary,1974,PG,2 Seasons,Japan,1,1970,"#CC3300",false
Title 2901,TV Show,Drama,1960,TV-PG,155 min,United States,0,1960,"#FF0000",true
